  -40.00000      0.0000000E+00
  -39.19192      0.0000000E+00
  -38.38384      0.0000000E+00
  -37.57576      0.0000000E+00
  -36.76768      0.0000000E+00
  -35.95959      0.0000000E+00
  -35.15152      0.0000000E+00
  -34.34343      0.0000000E+00
  -33.53535     -0.4984801    
  -32.72727     -0.3162307    
  -31.91919      6.1521590E-02
  -31.11111      0.4012384    
  -30.30303      0.4929002    
  -29.49495      0.2798388    
  -28.68687     -0.1062271    
  -27.87879     -0.4266194    
  -27.07071     -0.4832655    
  -26.26263     -0.2411449    
  -25.45455      0.1500587    
  -24.64647      0.4484915    
  -23.83838      0.4696553    
  -23.03030      0.2004664    
  -22.22222     -0.1926560    
  -21.41414     -0.4666735    
  -20.60606     -0.4521816    
  -19.79798     -0.1581396    
  -18.98990      0.2336684    
  -18.18182      0.4810166    
  -17.37374      0.4309882    
  -16.56566      0.1145119    
  -15.75758     -0.2727585    
  -14.94950     -0.4914029    
  -14.14141     -0.4062487    
  -13.33333     -6.9941252E-02
  -12.52525      0.3096057    
  -11.71717      0.4977465    
  -10.90909      0.3781678    
  -10.10101      2.4796188E-02
  -9.292931     -0.3439051    
  -8.484850     -0.4999955    
  -7.676769     -0.3469760    
  -6.868687      2.0552874E-02
  -6.060608      0.3753754    
  -5.252525      0.4981314    
  -4.444447      0.3129298    
  -3.636364     -6.5732837E-02
  -2.828285     -0.4037578    
  -2.020203     -0.4921695    
  -1.212120     -0.2763087    
 -0.4040413      0.1103721    
  0.4040413      0.4288193    
   1.212120      0.4821588    
   2.020203      0.2374152    
   2.828281     -0.1541034    
   3.636364     -0.4503526    
   4.444443     -0.4681812    
   5.252525     -0.1965687    
   6.060604      0.1965687    
   6.868687      0.4681812    
   7.676765      0.4503526    
   8.484848      0.1541052    
   9.292927     -0.2374152    
   10.10101     -0.4821583    
   10.90909     -0.4288193    
   11.71717     -0.1103739    
   12.52525      0.2763087    
   13.33333      0.4921691    
   14.14141      0.4037584    
   14.94949      6.5734744E-02
   15.75758     -0.3129291    
   16.56565     -0.4981312    
   17.37374     -0.3753760    
   18.18182     -2.0552874E-02
   18.98990      0.3469753    
   19.79798      0.4999955    
   20.60606      0.3439058    
   21.41414     -2.4796188E-02
   22.22222     -0.3781672    
   23.03030     -0.4977465    
   23.83838     -0.3096064    
   24.64646      6.9941252E-02
   25.45454      0.4062482    
   26.26263      0.4914029    
   27.07071      0.2727602    
   27.87878     -0.1145110    
   28.68687     -0.4309872    
   29.49495     -0.4810169    
   30.30303     -0.2336701    
   31.11111      0.1581387    
   31.91919      0.4521816    
   32.72727      0.4666732    
   33.53535      0.1926578    
   34.34343     -0.2004655    
   35.15151     -0.4696553    
   35.95959     -0.4484910    
   36.76768     -0.1500606    
   37.57576      0.2411432    
   38.38383      0.4832655    
   39.19192      0.4266194    
   40.00000      0.0000000E+00
