  -40.00000      0.0000000E+00
  -39.19192     -0.4984801    
  -38.38384     -0.3162307    
  -37.57576      6.1521582E-02
  -36.76768      0.4012384    
  -35.95959      0.4929002    
  -35.15152      0.2798388    
  -34.34343     -0.1062271    
  -33.53535     -0.4266194    
  -32.72727     -0.4832655    
  -31.91919     -0.2411449    
  -31.11111      0.1500588    
  -30.30303      0.4484915    
  -29.49495      0.4696553    
  -28.68687      0.2004664    
  -27.87879     -0.1926560    
  -27.07071     -0.4666735    
  -26.26263     -0.4521816    
  -25.45455     -0.1581396    
  -24.64647      0.2336684    
  -23.83838      0.4810166    
  -23.03030      0.4309882    
  -22.22222      0.1145119    
  -21.41414     -0.2727585    
  -20.60606     -0.4914029    
  -19.79798     -0.4062487    
  -18.98990     -6.9941260E-02
  -18.18182      0.3096057    
  -17.37374      0.4977465    
  -16.56566      0.3781678    
  -15.75758      2.4796186E-02
  -14.94950     -0.3439051    
  -14.14141     -0.4999955    
  -13.33333     -0.3469760    
  -12.52525      2.0552866E-02
  -11.71717      0.3753754    
  -10.90909      0.4981314    
  -10.10101      0.3129298    
  -9.292931     -6.5732844E-02
  -8.484850     -0.4037578    
  -7.676769     -0.4921695    
  -6.868687     -0.2763087    
  -6.060608      0.1103721    
  -5.252525      0.4288193    
  -4.444447      0.4821588    
  -3.636364      0.2374152    
  -2.828285     -0.1541034    
  -2.020203     -0.4503526    
  -1.212120     -0.4681812    
 -0.4040413     -0.1965687    
  0.4040413      0.1965687    
   1.212120      0.4681812    
   2.020203      0.4503526    
   2.828281      0.1541052    
   3.636364     -0.2374152    
   4.444443     -0.4821583    
   5.252525     -0.4288193    
   6.060604     -0.1103739    
   6.868687      0.2763087    
   7.676765      0.4921691    
   8.484848      0.4037584    
   9.292927      6.5734737E-02
   10.10101     -0.3129291    
   10.90909     -0.4981312    
   11.71717     -0.3753760    
   12.52525     -2.0552866E-02
   13.33333      0.3469753    
   14.14141      0.4999955    
   14.94949      0.3439058    
   15.75758     -2.4796186E-02
   16.56565     -0.3781672    
   17.37374     -0.4977465    
   18.18182     -0.3096064    
   18.98990      6.9941260E-02
   19.79798      0.4062482    
   20.60606      0.4914029    
   21.41414      0.2727602    
   22.22222     -0.1145110    
   23.03030     -0.4309872    
   23.83838     -0.4810169    
   24.64646     -0.2336701    
   25.45454      0.1581387    
   26.26263      0.4521816    
   27.07071      0.4666732    
   27.87878      0.1926578    
   28.68687     -0.2004655    
   29.49495     -0.4696553    
   30.30303     -0.4484910    
   31.11111     -0.1500606    
   31.91919      0.2411432    
   32.72727      0.4832655    
   33.53535      0.4266194    
   34.34343      0.1062290    
   35.15151     -0.2798373    
   35.95959     -0.4929002    
   36.76768     -0.4012384    
   37.57576     -6.1519690E-02
   38.38383      0.3162292    
   39.19192      0.4984801    
   40.00000      0.0000000E+00
