  -40.00000      0.0000000E+00
  -39.19192      0.0000000E+00
  -38.38384      0.0000000E+00
  -37.57576      0.0000000E+00
  -36.76768      0.0000000E+00
  -35.95959      0.0000000E+00
  -35.15152      0.0000000E+00
  -34.34343      0.0000000E+00
  -33.53535      0.0000000E+00
  -32.72727      0.0000000E+00
  -31.91919      0.0000000E+00
  -31.11111      0.0000000E+00
  -30.30303      0.0000000E+00
  -29.49495      0.0000000E+00
  -28.68687      0.0000000E+00
  -27.87879      0.0000000E+00
  -27.07071      0.0000000E+00
  -26.26263      0.0000000E+00
  -25.45455      0.0000000E+00
  -24.64647      0.0000000E+00
  -23.83838      0.0000000E+00
  -23.03030      0.0000000E+00
  -22.22222      0.0000000E+00
  -21.41414      0.0000000E+00
  -20.60606      0.0000000E+00
  -19.79798      0.0000000E+00
  -18.98990      0.0000000E+00
  -18.18182      0.0000000E+00
  -17.37374      0.0000000E+00
  -16.56566      0.0000000E+00
  -15.75758      0.0000000E+00
  -14.94950      0.0000000E+00
  -14.14141      0.0000000E+00
  -13.33333      0.0000000E+00
  -12.52525      0.0000000E+00
  -11.71717      0.0000000E+00
  -10.90909      0.0000000E+00
  -10.10101      0.0000000E+00
  -9.292931      0.0000000E+00
  -8.484850      0.0000000E+00
  -7.676769      0.0000000E+00
  -6.868687      0.0000000E+00
  -6.060608      0.0000000E+00
  -5.252525      0.0000000E+00
  -4.444447      0.0000000E+00
  -3.636364      0.0000000E+00
  -2.828285      0.0000000E+00
  -2.020203      0.0000000E+00
  -1.212120      0.0000000E+00
 -0.4040413      0.0000000E+00
  0.4040413       1.000000    
   1.212120       1.000000    
   2.020203       1.000000    
   2.828281       1.000000    
   3.636364       1.000000    
   4.444443       1.000000    
   5.252525       1.000000    
   6.060604       1.000000    
   6.868687       1.000000    
   7.676765       1.000000    
   8.484848       1.000000    
   9.292927       1.000000    
   10.10101       1.000000    
   10.90909       1.000000    
   11.71717       1.000000    
   12.52525       1.000000    
   13.33333       1.000000    
   14.14141       1.000000    
   14.94949       1.000000    
   15.75758       1.000000    
   16.56565       1.000000    
   17.37374       1.000000    
   18.18182       1.000000    
   18.98990       1.000000    
   19.79798       1.000000    
   20.60606       1.000000    
   21.41414       1.000000    
   22.22222       1.000000    
   23.03030       1.000000    
   23.83838       1.000000    
   24.64646       1.000000    
   25.45454       1.000000    
   26.26263       1.000000    
   27.07071       1.000000    
   27.87878       1.000000    
   28.68687       1.000000    
   29.49495       1.000000    
   30.30303       1.000000    
   31.11111       1.000000    
   31.91919       1.000000    
   32.72727       1.000000    
   33.53535       1.000000    
   34.34343       1.000000    
   35.15151       1.000000    
   35.95959       1.000000    
   36.76768       1.000000    
   37.57576       1.000000    
   38.38383       1.000000    
   39.19192       1.000000    
   40.00000       1.000000    
